company_name,job_link,label,city,job_name,job_description,job_requirements,additional_info,company_info,job_type
PaxeraHealth,https://eg.indeed.com/cmp/Paxerahealth-Corp.?campaignid=mobvjcmp&from=mobviewjob&tk=1hip64cad2942000&fromjk=b9ad2177a1d63451,data science,Giza,AI Team Leader ,Lead and manage a team of AI engineers and data scientists.Provide technical guidance and mentorship.Foster a collaborative and innovative team environment.,Design and implement state-of-the-art AI algorithms for medical imaging.Ensure the algorithms meet clinical needs and regulatory standards.Stay abreast of the latest developments in AI and medical imaging technology.,"Oversee multiple projects from conception to implementation.Manage timelines, resources, and budget allocations.Ensure projects are completed on time and within specifications.","Job Overview:We are seeking a highly skilled and experienced AI team leader to lead our medical imaging AI development team. The successful candidate will be responsible for overseeing the development and implementation of advanced AI algorithms and systems for medical imaging applications. The role demands a combination of technical expertise in AI and machine learning, along with a deep understanding of medical imaging technology and its clinical applications.Key Responsibilities:1. Leadership and Team Management:Lead and manage a team of AI engineers and data scientists.Provide technical guidance and mentorship.Foster a collaborative and innovative team environme",Full-time
Qoyod,https://eg.indeed.com/cmp/Qoyod?campaignid=mobvjcmp&from=mobviewjob&tk=1hip64ijjisst800&fromjk=93f1402ed6d12996,data science,Cairo,Engineering Manager,"Lead a pool of engineers in the technical development of innovative enterprise software to streamline and automate critical business processes.Provide strategic and operational oversight for Enterprise software product developmentCollaborate with TPM and QA Manager to manage the development pool from a technical perspective to build High-performance culture.Work closely with business leaders to develop short and long-term technical strategies.Develop and drive execution on 6 months and 1-year technology road maps.Drive innovation, establish new approaches in improving product architecture, and solving technical challenges.Establish a metrics-based organization, develop key operational metrics and push for continuous improvement.Ensure system security, data integrity, and accuracy of financial records.Resolve technical conflicts, and keep businesses aligned.Manage major risks and issues through effective contingency planning and proper escalation.","Bachelor / Master's degree in any of Computer Engineering, IT, or Computer Science.Ability to mentor the development pool engineers from a technical perspective.Capability to write and review non-functional requirements, design specifications, tech plans, and documentation.Deep Knowledge of Software Architecture that supports building the High-Performance Culture and Agile software development methodologies.Demonstrated experience with leading large Engineering Development Squads, managing development schedules, and driving technical meetings along with presenting technical status to key stakeholders.Deep understanding of Continuous Deployment / Continuous Delivery process with proven experience.",,"Job SummaryA Software Engineering Manager who has solid experience in software development, software architecture, and DevOps. This is a senior role at Qoyod and requires interaction with a range of development pool engineers. As a role that focuses on technical product perspective.ResponsibilitiesLead a pool of",Full-time
Orange,https://eg.indeed.com/cmp/Orange-2?campaignid=mobvjcmp&from=mobviewjob&tk=1hip64lqvkjbr800&fromjk=54f5b2055c25bc56,data science,Cairo,IT Business Analyst,"Transforming business needs into functional / IT expressions.Studying the impact of any projects on the solution being built and proposing solutions in-line with the project needs and objectives.Working with the marketing and business teams to define the following:KPIs definitionsSLA calculationsAcceptance testing.Defining the interface contract with other back-office definitionTracking the user experience, collecting, analyzing and prioritizing the feedbacks in collaboration with our business owners.Release deployment support as well as supporting the users during the early support life-cycle phase.Fully understand the Business Layer ecosystemUnderstanding and implementing of security and data protection.",KPIs definitionsSLA calculationsAcceptance testing.Defining the interface contract with other back-office definition,Marketing and business teamsProject managersDelivery teamsProduction teamsApplication managers,"About the roleThe IT Business Analyst will be the interface between the business teams from one side and the development team on the other side. He/ She will be working closely with the product owner, technical lead, the SCRUM master managing the project and architect in addition to the product IT delivery manager.In an Agile context, the IT BA is required to undertake the following responsibility:",Full-time
Money Fellows,https://eg.indeed.com/cmp/Money-Fellows?campaignid=mobvjcmp&from=mobviewjob&tk=1hip64p38kj9s800&fromjk=be2190bc2b46d4de,data science,Cairo,Data Architect,"The Data Architect will play a pivotal role in designing and implementing data architecture to support the company's data-driven initiatives. This role will work closely with the Architect Team, Data Science and Product Team to create a scalable, secure, and efficient data infrastructure that enables to effectiv utilization of data for decision-making and strategic insights","Developing and implementing an overall organizational data strategy that is in line with business processes. The strategy includes data model designs, databasedevelopment standards, and implementation and management of data warehouses.Identifying data sources, both internal and external, and working out a plan for data management that is aligned with organizational data strategy.Coordinating and collaborating with architect team and stakeholders, for the smooth functioning of data extracted.Managing end-to-end data architecture, from designing the technical architecture, and supporting developing the application to finally testing and implementing the proposed solution. ·Defining and managing the flow of data within the organization.Ensuring data accessibility, accuracy, and security.Conducting a continuous audit of data management system performance, refining whenever required, and reporting immediately any breach or loopholes to the stakeholders.Coaching and mentoring engineering and following up with best practices","Bachelor’s degree in computer science, computer engineering, or relevant field.8+ years of professional experience in the data engineering track / Development ·A minimum of 3 years of experience in a similar role as a Data Architect.Excellent organizational and analytical abilities ·Outstanding problem solver.Ability to work collaboratively in a team environment.Ability to balance competing priorities and expectations.Ability to clearly document operational procedures and solution designs.Professional experience optimizing building and maintaining data pipelines. ·Experience with cloud-based data solutions (AWS, Azure, or Google Cloud) ·Good knowledge of NO SQL database like Cosmos DB and big query. ·Very Good in Tableau or Power BI ·Very Good knowledge of DAX, MDX, TSQL, HQLKnowledge of programming languages Python is preferred.Awareness with PRDs methodology.",Job Summary:The Data Architect will play a pivotal rol,Full-time
Instabug,https://eg.indeed.com/cmp/Instabug?campaignid=mobvjcmp&from=mobviewjob&tk=1hip64s922ieb000&fromjk=ee6ac7f258566586,data science,Cairo,Engineering Manager,"Design, execute, utilize and maintain software engineering applications.Develop standards and procedures to ensure that quality standards are met and consistent.Prepare all required Technical Proposals related to software engineering.Lead the team through mentorship and coaching.Lead the team’s release process and make sure that the team meets the shipping dates for new features, improvements and bug fixes.Quickly resolve personnel problems, team conflicts, and bottlenecksPresent practical input for strategic technology decisions.Support preparation of Technology Roadmap.Comply with all professional departments as well as the company’s best practices.","Bachelor’s degree in Computer Engineering, Computer Science, or equivalent discipline.8+ years of experience in the Software Engineering field.Excellent Knowledge of the latest technologies and the ones we are working with.Excellent organizational leadership skills.Extensive experience in working with stakeholders to create hiring strategies to develop quality teams.Excellent knowledge of data structures and algorithms.Excellent knowledge about industry trends, best practices, and change management.",,"Job PurposeResponsible for ensuring that key projects and engineering duties are fulfilled and responsible for solving any engineering issue that comes up in a product.Job ResponsibilitiesDesign, execute,",Full-time
Envision Employment Solutions,https://eg.indeed.com/cmp/Envision-Employment-Solutions?campaignid=mobvjcmp&from=mobviewjob&tk=1hip64ve72iea000&fromjk=e10ce541426b9eec,data science,New Cairo,Marketing & Engagement Manager,"Responsible for the development, management, and implementation of the entity's marketing communication strategies that drive brand awareness, customer engagement, and growth.Responsible for the planning and execution of new products/release launches into the market.Drive tactical efforts of segment marketing in order to achieve entity's business objectives.Lead the development of product positioning that differentiates an entity's products in the market through deep knowledge of entity's products and value propositions to drive growth .Manage the relationships with creative agencies, market influencers, and vendors.Oversee the creation of compelling and impactful content for various marketing channels, such as campaigns, social media, mobile apps, emails, and print materials.Ensure a cohesive and consistent brand identity across marketing, communication, and engagement functions.Improve the entity's brand awareness, exposure, and consideration among the target market.Enhance entity's brand power across different indicators such as brand meaningfulness, differentiation, and saliency .Manage public relations efforts and build strong relationships with media outlets, influencers, and key stakeholders such as universities and colleges.Supervise the creation and maintenance of entity's events’ roadmap.Develop and adopt strategies to provide the best customer experience and engagement opportunities at pop-up / event/ locations.Lead, mentor, and inspire the marketing communications team, fostering a culture of creativity, collaboration, and excellence.Lead, and inspire the engagement and activation team (including ushers), fostering a culture of sales, collaboration, and excellence.Monitor, review, and report on all activities and results .Define and implement ways of working with the data science team to measure the effectiveness of communications and engagement programs and strategies and report on ROI.Share customer insights with the entity's teams to be incorporated in product development and customer support.Manage the planning and tracking of the marketing, communication, and engagement budgets.",Bachelor's degree in business administration or any related fieldA minimum of 7 years of business experience in marketing (preferably in Financial Services) .Proven track record in a multi-disciplinary digital/tech environment .Proven track record of managing a diverse Marketing team.Awareness and understanding of agile methodology.Attention to deadlinesAbility to work under pressureAbility to handle multiple projects,"Health insuranceLearning, development and career progression","Ready and hungry for a new adventure? You are definitely in the right place!We atEnvision Employment Solutionsare always on the look for top talents around the globe and matching them with our partners' hiring needs, to help them build and scale!Our partners offer awesome work environment, competitive salaries, full benefits, and many others perks.Our Hiring Process:1.After filling your online application, our team will review your application and if you are a fit for any of the open positions we have even if it wasn't the one you applied for, our team will reach out to you to schedule an HR Interview.2.During the call we will go through your resume and discuss the opportunities we have for you in details. We would love to learn a little bit about you, about your work experience and your career's goal. We will also be able to answer any questions you might have.Please feel free to share our career site with any of your colleagues or anyone you know that might be looking for a job:https://jobs.lever.co/envisionemploymentsolutions_________________________________________________________________________________________________________Envision Employment Solutionsis currently looking for aMarketing and Engagement Managerfor one of our partners, a multinational bank.Job Summary:Develop and Execute entity's marketing communications and engagement strategies that align with the entity's Brand Identity and Business Objectives; Head the marketing communication and engagement functions, lead the team, and coordinate cross-functional efforts across different marketing channels and domains. Manage and work closely with internal and external stakeholders (e.g. the creative agency and others) to ensure that all marketing activities are in line with business objectives.Responsibilities:Responsible for the development, management, and implementation of the entity's marketing communication strategies that drive brand awareness, customer engagement, a",Full-time
Geomatex Integrated Solutions,https://eg.indeed.com/cmp/Geomatex-Integrated-Solutions?campaignid=mobvjcmp&from=mobviewjob&tk=1hip65bpvk99b802&fromjk=32c303d96332a9d2,data science,Cairo,gis team leader,"Job Responsibilities:Coaches and guides through geospatial mentorship.Develops abilities to establish a GIS vision, designs a road map to get there, and leads the organization on the journey.Provide leadership and supervision for GIS group staff including staffing, professional growth mentorship, technical skills development, goals/objectives guidance, performance reviews, and issue resolution.Manage the workload and priorities of the GIS team to ensure that productivity goals are met and that projects are delivered on timeEnsure timely status updates and technical details are communicated to project teams and project managers.Interface with new and existing clients to develop GIS services and grow business to support and prime contract roles on various projects and initiatives.Lead regular GIS group meetings to communicate and discuss corporate messages, GIS program information, project updates, and upcoming work with team members.Responsible for QA/QC within the GIS group. Verify methods and outputs created by GIS group members. Maintain accurate documentation.Working with Program Lead and other GIS leads to document standard GIS protocols and procedures governing GIS data development, analysis, mapping, reporting, and QA/QC.Support internal and external marketing efforts by developing technical scopes of work, cost estimates, and schedules.Participate in presentations, client interviews, and other business development activities.Use the Esri ArcGIS platform and applications for developing and managing GIS data, geoprocessing, analysis, cartographic design, and map production.Adhere to a clean, organized, and well-designed file structure for both spatial and non-spatial data.","Minimum of a bachelor’s degree in Geography, Cartography, Archaeology, Anthropology, Biology, Environmental Science, or related field with an emphasis in GIS (or GIS certificate). Equivalent experience and coursework are also acceptable.A minimum of (3) three years of professional GIS work beyond university attendance.Experience supervising, mentoring, or providing leadership for other GIS professionals.Proficient knowledge and ability to utilize Esri ArcGIS 10.x and ArcGIS Pro 2.x or higher.Demonstrated knowledge of cartography and computer mapping including design principles and understanding map and mapping automation procedures in ArcGIS.Demonstrated ability to perform spatial analyses within ArcGIS while maintaining data integrity.",,"Job Description:GEOMATEX is System Integrator company that is a specialized company in Egypt and Middle East to provide software solutions and services for all Engineering sectors. Geomatex is the First Geo-Intelligence system integrator in the region specialized modelling applications serving CAD, GIS, BIM and Digital Twin intelligence to all sectors. Our highly experienced team of Reality Modelling professionals promise to deliver exceptional service to every client. We remain on the front end of technology and use only state-of-the-art equipment and software. As a thought leader and change agent, a GIS leader approaches GIS with a business mind-set and understands how to integrate business intelligence. To lead an organization in developing and executing geospatial strategy, a GIS leaderThe job encompasses the following major functions or key result areas Geospatial systems, Business support, Project and planning management, Knowledge sharing, People management, Relationship management and corporate contribution.Job Responsibilities:Coaches and guides through geospatial mentorship.Develops abilities to establish a GIS vision, designs a road map to get there, and leads the organization on the journey.Provide leadership and supervision for GIS group staff including staffing, professional growth mentorship, technical skills development, goals/objectives guidance, performance reviews, and issue resolution.Manage the workload and priorities of the GIS team to ensure that productivity goals are met and that projects are delivered on timeEnsure timely status updates and technical details are communicated to project teams and project managers.Interface with new and existing clients to develop GIS services and grow business to support and prime contract roles on various projects and initiatives.Lead regular GIS group meetings to communicate and discuss corporate messages, GIS program information, project updates, and upcoming work with team members.Responsible for QA/QC within the GIS group. Verify methods and outputs created by GIS group members. Maintain accurate documentation.Workin",Full-time
Zeal,https://eg.indeed.com/cmp/Zeal?campaignid=mobvjcmp&from=mobviewjob&tk=1hip65evpjkao802&fromjk=2cc7c6f80d014307,data science,New Cairo,Engineering Manager,"Leading and managing the product, backend, frontend, and quality control teams, fostering collaboration and ensuring their success.Facilitating the smooth execution and delivery of technical projects, ensuring they align with the company's product objectives.Collaborating closely with the Head of the Vertical to gain a deep understanding of product objectives and deliverables.Spearheading the automation of our merchant onboarding process, streamlining the experience for our users.Defining technical goals and regularly monitor progress to keep the team on track.Providing leadership and motivation to the team, ensuring deadlines are met and KPIs are achieved.Coordinating with cross-functional teams to ensure seamless project execution and alignment with business goals.Implementing and upholding best practices for software development, including documentation and quality standards.Ensuring high and consistent quality standards are met and regularly review project deliverables.Offering technical guidance and mentorship to team members, helping them grow their skills and careers.","Bachelor's degree in Computer Science, Engineering, or a related field.A minimum of 5 years of experience in roles such as Engineering Manager, Technical Lead, or similar positions.Fluency in both spoken and written English is a must.Proven track record as an Engineering Manager within a technology-driven organization.Proficiency in PHP Laravel and React.js, and GO.Experience with MySQL, MongoDB, Redis, AWS & Docker.Strong understanding of the software development life cycle.Exceptional leadership and team management skills.Excellent problem-solving abilities and meticulous attention to detail.Outstanding communication and interpersonal skills.Ability to thrive in a dynamic and fast-paced work environment, adapting to evolving challenges and driving innovation.","Our office culture is casual, fun and socialWork that stays at work: genuine work/life balance served here!Health Benefits: Medical insuranceFlexible Work SetupYou will have the freedom to try new ideas & experiment","About Us:Zeal is addressing the critical challenge of untapped transactional data. At the moment, whenever a transaction is processed on a POS terminal (payment card machine), physical retailers have no idea who the paying customer is, unless they use a loyalty program. Think of when you go to a supermarket and you pay by card , unless you go to a supermarket that has a loyalty program and you get your loyalty card out, the POS terminal doesn't tell the retailer if you're a new or returning customer, demographics, gender, etc. Unlike e-ecommerce, in physical retail customer identification always had to be a separate step because the payment terminal is not built to self-identify the paying customer. Hence, a plethora of valuable data is lost or underutilized. With Zeal's advanced Smart POS plugin, the company integrates with POS terminals globally to provide payment acquirers and ISVs with a unique differentiator for their POS terminals. The merchants of our partners benefit from world-class data, analytics & tools to predict consumer behavior using Artificial Intelligence, enabling merchants to unlock the full potential of transactional data.About the Role:We are looking for an experienced and highly motivated Engineering Manager to lead our White Label vertical, overseeing product development, backend services, frontend interfaces, and quality control. A keen commercial sense and a deep understanding of our business and product objectives are vital for this role. The primary focus of the Engineering Manager will be to automate our merchant onboarding process, while also managing the allocation of work to ensure appropriate staff utilization, and timely delivery of high-quality, purpose-driven development activities.As the Engineering Manager at Zeal, your role will involve:Leading and managing the product, backend, frontend, and",Full-time
CA Global Headhunters International,https://eg.indeed.com/cmp/Ca-Global-Headhunters-International?campaignid=mobvjcmp&from=mobviewjob&tk=1hip65ibdicbi801&fromjk=14714cd351bc1d31,data science,Cairo,Afreximbank: Consultant,"Explore and identify valuable data sources and automate collection processes.Pre-process structured and unstructured data.Analyse diverse large amounts of data to discover trends and patterns.Build predictive models and machine-learning algorithms.Improve and maintain the Bank’s Data Quality and Management frameworks.Develop a Data Architecture framework, guidelines, standards, policies, and procedures for the Bank.Assist in the development and maturing of the Enterprise Architecture framework and related business capabilities.Establish meaningful metrics on key business performance indicatorsEnsure that project delivery complies to data governance requirements","Use predictive/prescriptive modelling to increase and optimize customer experiences, revenue generation, process efficiency, brand management and other business outcomes.Performing analysis to assess quality and meaning of dataDesign and develop dashboards/reports for business management stating trends, patterns, and predictions using relevant dataBuild and maintain Business GlossaryBuild and maintain data lineage and transformation processesBuild and maintain high-level Data Dictionaries for all core systemsCoordinate Data Stewardship activitiesMaintain data and data marts in the Data Lake/WarehouseDefine data standards and models for warehouse architectures.Champion organisational change management activities in relation to data science and data analyticsProvide solutions and systems architectural work as a data design consultantIdentify data discrepancies and data quality issues, and work with Data Stewards to ensure data consistency, enrichment and integrity.Coach, mentor, motivate, and supervise Data Stewards and contractors, and influence them to take positive action and accountability for their assigned work and compliance to the Bank’s data management framework.Provide subject matter expertise on data architecture and data engineeringStay abreast of emerging data management techniques and proactively provide recommendations for improvementAny other duties as may be assigned by management.","A Master’s or PHD in Statistics, Mathematics, Computer Science, or other quantitative fields.Possess one or more recognised Data Management qualification/certification. (DMP from DAMA, Degree in Data Science, etc.)5 or more years direct work experience as a Data Scientist or Data Architect including all aspects of process development and execution.Experience using statistical computer languages (SAS, R, Python, SQL, etc.) to manipulate data and draw insights from large data sets.Experience working with and creating data architectures.Strong familiarity with any data management software and toolsExperience with diverse types of database platforms, including No-SQL databases.Knowledge of a variety of machine learning techniques (clustering, decision tree learning, artificial neural networks, etc.) and their real-world advantages/drawbacks.Knowledge of advanced statistical techniques and concepts (regression, properties of distributions, statistical tests, and proper usage, etc.) and experience with applications.Hands-on experience with data architecting, data mining, large-scale data modelling, and business requirements gathering/analysis.Excellent written and verbal communication skills for coordinating across teams.A drive to learn and master new technologies and techniques.Coding knowledge and experience with relevant languages: C, C++, Java, JavaScript, SQL, Python/RKnowledge and experience in statistical and data mining techniques: GLM/Regression, Random Forest, Boosting, Trees, text mining, social network analysis, etc.Experience querying databases and using statistical computer languagesExperience using web services: Redshift, S3, Spark, etc.Experience analyzing data from 3rd party providers: Google Analytics, Site Catalyst, Core metrics, AdWords, Facebook Insights, etc.Experience with distributed data/computing tools: Map/Reduce, Hadoop, Hive, Spark, MySQL, etc.Experience visualizing/presenting data for stakeholders using: Kibana, NiFi, Grafana, QlikView, Tableau, Business Objects, Snowflake, etc.Good judgment and the ability to handle stressful situations.Strong analytical and critical thinking skillsAbility to communicate and function in a culturally diverse and change oriented setting.Excellent verbal and written communication skills in English. Knowledge of the Bank's other working languages is an added advantageWillingness to travel and to work long hours where required to achieve the Bank's objectives.","Reference No. SRBLR-ConAM-DATASCA Global Headhunters has been retained by the Afreximbank based in Cairo, Egypt to recruit for this position. For more information on the Afreximbank please visit their websitewww.afreximbank.com.Should you meet the minimum requirements and wish to apply for the position please apply directly to CA Global Headhunters.Reference Number: SRBLR-ConAM-DATASNature and Scope:The Data Scientist and Architect will support our business department’s teams with insights gained from building analytical models and analysing company data. The ideal candidate should be adept at using large data sets to find opportunities for product and process optimization and using models to evaluate the effectiveness of different courses of action.The right candidate will have a passion for discovering solutions hidden in large data sets and collaborating with stakeholders to improve business outcomes.The role of the position holder will be:Explore and identify valuable data sources and automate collection processes.Pre-process structured and unstructured data.Analyse diverse large amounts of data to discover trends and patterns.Build predictive models and machine-learning algorithms.Improve and maintain the Bank’s Data Quality and Management frameworks.Develop a Data Architecture framework, guidelines, standards, policies, and procedures for the Bank.Assist in the development and maturing of the Enterprise Architecture framework and related business capabilities.Establish meaningful metrics on key business performance indicatorsEnsure that project delivery complies to data governance requ",Full-time
Multicare,https://eg.indeed.com/cmp/Multicare-For-Pharmaceutical-Industries-1?campaignid=mobvjcmp&from=mobviewjob&tk=1hip662nhisvj800&fromjk=88e442c6fbfe3924,data science,New Cairo,Warehouse Manager ,Ensuring the efficient management and control of the Warehouse Operation whilst achieving agreed budgetary and service levels. Provide an effective and reliable service to different key stakeholders of the function. The scope of the job includes both raw materials and finished products.,"Store the right amount of materials, goods, and products in the right location to feed the business’s and production's operational demandsResponsible for organizing the safe and efficient receipt, storage, and dispatch of warehouse materials, goods, and products to feed business operations and customer demandLead the creation and implementation of best practice warehouse strategy, policies, processes, and procedures to aid and improve operational performanceEnsure storage of both raw materials and finished products are in full adherence with the prevailing best practice and guidelinesProvide a safe working environment, adhering to Health, Safety, and Environmental (HSE) procedures and ensuring they are understood and practiced by the team at all timesPlan, coordinate and monitor the receipt, storage, and dispatch of both raw materials to production and finished goods to Distribution TeamsDrive a zero-tolerance mindset for deviation from the use of quality processes to ensure customer deliverables are met fullyEnsure inventories are accurate and control inventory levels by ensuring physical counts are conducted and reconciled with an automated system utilizing the help of the warehouse teamEnsure the relevance and accuracy of all documentation relating to raw materials and finished products in and out including labeling of all stock itemsContinuously review ways to aid efficiency, add value and reduce costs as well as deliver continuous improvement initiativesReview ways to reduce wasteDevelop and maintain metrics/KPIs, reports, process documentation and training, and safety recordsCreate policies and procedures for warehouse activities and ensure all systems meet the standards for accreditation in line with the quality systemsEstablish, monitor, and maintain high standards of security in the warehouse by setting security proceduresCoach, manage and develop warehouse staff and team leaders to optimize performance and meet targets and deadlinesCommunicate with warehouse staff on a regular basis to make them aware of priorities, targets, and operational requirementsWork collaboratively, negotiate and engage with key stakeholders to facilitate delivery and compliance with department strategyControl inventory levels by conducting physical counts; reconciling with data storage systemMaintains physical condition of warehouse by planning and implementing new design layouts; inspecting equipment; issuing work orders for repair and requisitions for replacementDevelop and share warehouse scorecard on agreed timely intervalsApply the principles of FEFO and/or FIFO as appropriate","B.Sc. in Pharmacy/Science. Post-graduate vis-a-vis qualifications are desired (in Logistics, Supply Chain, etc)",Job Purpose:Ensuring the efficient management and control of the Warehouse Operation whilst achieving agreed budgetary and service levels. Provide an effective and reliable service ,Full-time
Plugin Talents,https://eg.indeed.com/cmp/Plugin-Talents?campaignid=mobvjcmp&from=mobviewjob&tk=1hip6661vjkl1800&fromjk=d1e39a4fd352ec67,data science,مصر,Senior Data Engineer,"Build scalable data pipelines to ingest data from a variety of data sources, identify critical data elements and define data quality rules.Develop and implement databases and data collection systems & Undertake preprocessing of structured and unstructured data.","Build the infrastructure required for optimal extraction, transformation, and loading of data from a wide variety of data sources using SQL and big data technologies.Design and develop capabilities to deliver innovative and improved data solutions.Evaluate and improve data quality by implementing test cases, alerts and data quality safeguards.","BSc in Computer Science, Engineering or relevant field is a preferred+4 years of Experience in data processing, analysis and problem solving with large amounts of data.Good knowledge of relational data warehousing technologies especially in cloud data warehousing (e.g. Amazon Redshift, Google BigQuery, Snowflake, Vertica, etc.)Proficiency in at least one scripting language, Python is preferred.Experience in big data technologies like Apache Hadoop, Spark, Airflow, MongoDB, etc.Familiarity with the basic principles of distributed computing and data modeling.Strong experience with SQL.Proficient with Git.",About the job Senior Data EngineerJob DescriptionBuild scalable d,Full-time
اورنچ مصر,https://eg.indeed.com/cmp/%D8%A7%D9%88%D8%B1%D9%86%DA%86-%D9%85%D8%B5%D8%B1?campaignid=mobvjcmp&from=mobviewjob&tk=1hip66cfs2iea003&fromjk=2c5d9fa734df4a99,data science,Giza,Sr. Supervisor,Identifying data ingestion patterns and build framework to efficiently ingest the data to our Data Lake,Performance tuning ingestion jobs to improve throughput,"Research opportunities for data acquisition and new uses for existing dataDevelop data set processes for data modeling, mining and productionIntegrate new data management technologies and software engineering tools into existing frameworkCollaborate with data engineers, architects and IT team members on project goals","About the job Sr. Supervisor, Data ModelerPurpose of the jobAs a data engineer you'll work as s a Big Data Modeler, you will play a vital role enabling self-service business users, data analysts and data scientists to extract the most value out of company data with the least effort by delivering rich, optimized, scalable data models.Duties and responsibilitiesIdentifying data ingestion patterns and build framework to",Full-time
Agility,https://eg.indeed.com/cmp/Agility?campaignid=mobvjcmp&from=mobviewjob&tk=1hip66irn2eh5000&fromjk=4fd35bb95a9d14e2,data science,Suez,System Analyst (Business Analyst),"Experience showing adhering to Best practices to BABOK Standards is a plus.Should show proven experience in writing documents using UML, Use Case, User Stories, Activity Diagram, EPIC etc. Those without this experience will not be considered.Strong analytical and management skills, including a thorough understanding of how to interpret customer business needs and translate them into application and operational requirements.Proven experience in translating Business requirements into functional specifications • Transferring Business knowledge to technical team which will also involve proper analysis, documentation and presentation.Collecting, understanding, and transmitting the business requirements for projects, and translating these into functional specifications and test plans. This includes specifications related to applications, integrations, data migration and reportsDocument workflows and results of business analysis and obtain sign-off from stakeholders on the specificationsImproves system by studying current practices; designing modifications.Serve as the conduit between the customer and the software development team by crafting and proposing valid, compelling solutions that meet customer business requirements throughout the development lifecycle","Candidate must possess at least a Bachelor of Science, Bachelor of Computer Application, Bachelor of Engineering/Technology, Master of Computer Application/Computer Science or equivalent with aggregate of 70% and above.At least 4-7 years’ experience in a related IT roleMinimum 1 to 2 years' experience in Customs, Supply Chain Management, Logistics and Transportation Management / Freight Forwarding / Warehousing Domain Knowledge is preferable.Customs domain experience is an advantage.Knowledge of Agile is preferable.Multi-Lingual (Arabic and English) proficiency in speaking and documentation is a must.",Good problem-solving skillsOrganized and creative thinkerAble to efficiently manage time and prioritiesExcellent communication and interpersonal skillsCustomer service oriented,Experience showing adhering to Best practices to ,Full-time
Deloitte,https://eg.indeed.com/cmp/Deloitte?campaignid=mobvjcmp&from=mobviewjob&tk=1hip66m2sjk8v800&fromjk=04eee47f500ae1b4,data science,Cairo,Senior ,Lead the wayServe with integrityTake care of each otherFoster inclusionCollaborate for measurable impact,"Contribute to engagement planning by perform business process understanding along with financial audit teams to identify scope for IT Audit procedures such as test of automated control, data analysis and other audit procedures to address financial audit risks.Prepare and communicate IT Audit Plan, budget and timelines to the IT Audit Manager.Perform fieldwork and audit procedures such as IT risk assessment, test of automated / application controls, test of general IT Controls, interface controls and test of system-generated reports, risk mitigation procedures and reporting preparation.Communicate engagement issues and findings to senior management and client personnelContribution to a strong client relationship through interactions with client personnel.Ensuring quality in delivering of client serviceFollow Deloitte policies and relevant professional standards in performance of proceduresExecution of multiple concurrent engagements within multiple industries, while delivering exceptional client service according to firm standards.Report directly to managers and Senior Managers the status of engagements.Interfacing with clients' management and personnel and managing client relationships and expectations.","Identify and embrace our purpose and values and put these into practice in their professional life.Develop self by actively seeking opportunities for growth, share knowledge and experiences with others, and act as a strong brand ambassador.Seek opportunities to challenge self; team with others across businesses and border to deliver and take accountability for own and team results.Build relationships and communicate effectively in order to positively influence peers and other stakeholders.Understand objectives for clients and Deloitte, align own work to objectives and set personal priorities.","LocationCairoAudit & Assurance | IT Audit | SeniorWhen you work for us, you commit to a career at one of the largest and most prestigious professional services firms in the world. Looking for a rewarding career? Take a closer look at Deloitte & Touche ME. You'll understand that Deloitte is a Tier 1 Tax advisor in the GCC region since 2010 (according to the International Tax Review World Tax Rankings). It has received numerous awards in the last few years which include Best Employer in the Middle East, best consulting firm, and the Middle East Training & Development Excellence Award by the Institute of Chartered Accountants in England and Wales (ICAEW).In addition to our opportunities in Audit & Assurance, Tax & Legal, Consulting, Risk Advisory and Financial Advisory, we offer a variety of careers in Internal Client Services (ICS) considered essential to the growth of the Firm. Whether in Human Resources, Finance or PR, a career in ICS with Deloitte & Touche ME will give you the opportunity to join a firm undergoing rapid expansion in a region of fast-paced growth. Your role will not just put your passion for creative solutions to the test, it will provide you with an environment to grow and build a career based on excellence.Our PurposeDeloitte makes an impact that matters. Every day we challenge ourselves to do what matters most—for clients, for our people, and for society. We serve clients distinctively, bringing innovative insights, solving complex challenges, and unlocking sustainable growth. We inspire our talented professionals to deliver outstanding value to clients, providing an exceptional career experience and an inclusive and collaborative culture. We contribute to society, building confidence and trust in the markets, upholding the integrity of organizations, and supporting our communities.Our shared values guide the way we behave to make a positive, enduring impact:Lead the wayServe with integrityTake care of each otherFoster inclusionCollaborate for measurable impactDuring your tenure as a Senior in IT Audit, you will ",Full-time
