job_link,job_name,label,company_name,post_time,city_name,country_name,about_company,job_responsibilities,job_requirements,Seniority level,Employment type,Job function,Industries,num_applicant
https://eg.linkedin.com/jobs/view/performance-marketing-e-commerce-at-krisma-middle-east-3792058545?refId=G3h3r3RBDXungCUQVYZxSg%3D%3D&trackingId=WzatuJoJ9w%2FHywF1UU7INQ%3D%3D&position=9&pageNum=1&trk=public_jobs_jserp-result_search-card,Performance Marketing (E-Commerce),mobile app,Krisma Middle East,2 days ago,Cairo,Egypt,Role: Growth/Performance Marketing (Contractor),"Craft and run PPC strategies that showcase our luxury fashion gems.Balance the funnel - whether it’s top, middle, or bottom, based on our goals.Keep an eagle eye on our campaigns daily, tweaking them for perfection.Discover growth gems to skyrocket our SEM traffic and boost our ROAS.Design campaigns that resonate with our luxury-loving customers.Be our problem-solver for any campaign hiccups.Lead A/B testing, dive into search queries, and mine those keywords!Manage and optimize campaigns across platforms like Google Ads, Facebook, Snapchat, and maybe programmatic channels.Harness the power of shopping ads to maximize e-commerce performance.Dive deep into data analytics to spot trends, measure results, and finesse our strategies.","Independence in working, with a huge sense of dedication and ownership. – we love self-starters and go-getters! ; Mastery of bid management tools (Adwords, and the works). ; A strong bond with web analytics, especially Google Analytics. ; Microsoft Excel sorcery – you know your way around those spreadsheets! ; Comfort with BI tools like Google Data Studio, Tableau, or Power BI. ; Proficiency in performance marketing across various platforms including Google Analytics, Facebook Ads, Snapchat Ads, and more. ; A solid understanding of attribution models, MarTech, tag management, and server-side tracking – your expertise in these areas will be crucial in steering our campaigns to success. ; Dabbled with a Customer Data Platform (CDP). ; Played around with retargeting platforms (Criteo, RTB – the more, the merrier!). ; Experience in app platforms and app installs (the whole shebang – Taptica, Apple Search Ads, etc.). ; Know-how of Marketing Automation Platforms. ; Familiarity with Mobile Measurement Partners (MMP) – if you've got experience here, you're ahead of the game! ; A Bachelor's degree (or higher) in something cool like Marketing, Communications, or Business. ; 5-7 years in digital marketing, with a soft spot for the e-commerce scene. ; A self-driven attitude with a sprinkle of excellent work ethics. ; Google Ads certification? Nice, but we won’t lose sleep if you don’t have it. ; A salary that'll make you smile (yes, in USD!). ; A chance to leave your mark in a growing luxury fashion brand. ; A buzzing, never-a-dull-moment work environment. ; Learning and development? Count on it! ; Seniority levelEntry level ; Employment typeContract ; Job functionMarketing and Sales ; IndustriesWholesale",Entry level,Contract,Marketing and Sales,Wholesale,140 applicants
https://eg.linkedin.com/jobs/view/senior-product-manager-at-microsoft-3780017976?refId=G3h3r3RBDXungCUQVYZxSg%3D%3D&trackingId=HiNON6tSe04ldaX4AwhBUw%3D%3D&position=11&pageNum=1&trk=public_jobs_jserp-result_search-card,Senior Product Manager,mobile app,Microsoft,2 weeks ago,"Cairo, Cairo",Egypt,Responsibilities,"Understand current user needs and gaps by conducting qualitative and quantitative analysis.Proactively identify and manage scenario backlog, including ensuring partner dependencies are delivered in a timely fashionDefine and drive experimentation plans that ensure statistically meaningful conclusions are reachedPartner with key internal and external partners to develop joint product plans, gather feedback, manage dependencies, and ensure customer successKeep pace with emerging standards in your feature area, and leverage learnings to improve our future product roadmap across desktop, mobile, and app categoriesOwn your feature backlog with clarity, urgency, and accountabilityActively drive and present product plans and reviews, demos, and competitive analyses with the team, partners, and executive leadership","Bachelor’s degree in Computer Engineering, related field, or equivalent experience ; 5+ years of experience preferably with using data, analytics, and metrics ; Experience with end-user facing products and services, focus on UX ; Data analysis experience with Excel, PowerBI, SQR, R, Python/Pandas, or other tools ; MS or PhD degree in Computer Engineering, related field, or equivalent experience ; Experience in building large scale solutions. ; Ability to wear many hats and learn quickly ; Project management, leadership, and cross-group collaboration skills ; Excellent written and verbal communication/presentation skills through all levels of organization, technical and non-technical ; Analytical aptitude and track record of problem solving and ability to think strategically ; Experience with A/B testing is a plus ; Seniority levelNot Applicable ; Employment typeFull-time ; Job functionProduct Management and Marketing ; IndustriesSoftware Development",Not Applicable,Full-time,Product Management and Marketing,Software Development,
https://eg.linkedin.com/jobs/view/soti-enterprise-mobility-management-emm-l2-engineer-at-atos-3792874009?refId=G3h3r3RBDXungCUQVYZxSg%3D%3D&trackingId=IiGTMCWgq6SfFlAXDcVG1A%3D%3D&position=12&pageNum=1&trk=public_jobs_jserp-result_search-card,SOTI Enterprise Mobility Management (EMM) L2 Engineer,mobile app,Atos,7 hours ago,Cairo,Egypt,Role Description:,Seniority levelNot ApplicableEmployment typeFull-timeJob functionInformation TechnologyIndustriesIT Services and IT Consulting,,Not Applicable,Full-time,Information Technology,IT Services and IT Consulting,
https://eg.linkedin.com/jobs/view/software-quality-engineer-at-shahry-3598182286?refId=G3h3r3RBDXungCUQVYZxSg%3D%3D&trackingId=yCkppEbmM6SAgQpadgqUsQ%3D%3D&position=14&pageNum=1&trk=public_jobs_jserp-result_search-card,Software Quality Engineer,mobile app,Shahry,7 months ago,"Cairo, Cairo",Egypt,,"Prepare detailed, comprehensive and well-structured test plans and test casesReview requirements, specifications and technical design documents to provide timely and meaningful feedbackPlan and coordinate testing activities, thoroughly identifying and documenting bugsBuild and execute automation scripts using open source toolsOrganize testing processes for new and existing products to meet client needsCollaborate with internal teams (e.g. developers and product managers) to identify system requirementsReview debugging process resultsTrack quality assurance metrics, like defect densities and open defect countsAnalyze the causes of non-conforming software and train users to implement solutionsMaintain relevant knowledge about new testing tools and test strategies","2+ years' experience of working on a QA Engineer position ; Significant experience of working in software development teams and using software QA methodologies and tools ; Solid experience in writing clear, concise and comprehensive test plans and test cases ; Significant experience with both white box and black box testing ; Experience with automated testing tools ; Good knowledge of SQL and scripting, knowledge of python is a plus ; Understanding of Agile/Scrum development principles ; Experience with performance and/or security testing will be a bonus ; BS or MS degree in Computer Science, Engineering or other related area ; Seniority levelEntry level ; Employment typeFull-time ; Job functionEngineering ; IndustriesSoftware Development",Entry level,Full-time,Engineering,Software Development,
https://eg.linkedin.com/jobs/view/senior-flutter-developer-at-nawy-3545277635?refId=G3h3r3RBDXungCUQVYZxSg%3D%3D&trackingId=0zcxJAhW%2FGJgHBCGDzRKmQ%3D%3D&position=15&pageNum=1&trk=public_jobs_jserp-result_search-card,Senior Flutter Developer,mobile app,Nawy,2 weeks ago,"Qesm El Maadi, Cairo",Egypt,,"Design and implement new app modules based on the product requirements using Flutter framework.Create well designed, testable, efficient code, while maintaining existing codebases.Participate in all phases of the development life-cycleIntegrate user-interfaces elements developed by other developers.Build user interfaces designed by UI/UX designers.Integrate data storage solutions and various APIs from third parties.Repair existing apps components, fix issues and avoid regressions.Collaborate closely with the teams of UI/UX designers and other developers.Participate in software architecture, design discussions and code reviews.Optimize application for maximum speed and scalability.Follow the company guidelines and best practices.","Bachelor’s degree in computer science or related discipline. ; 3-5 years of proven work experience in software development, mobile development; Android and iOS ; Solid understanding of the full mobile development life cycle, including automated testing and building. ; Familiarity with SQL/NoSQL databases and their declarative query languages. ; Proficient understanding of code versioning tools, such as Git / Mercurial. ; Excellent written and verbal communication skills. ; Excellent written and spoken in both English and Arabic. ; Seniority levelMid-Senior level ; Employment typeFull-time ; Job functionEngineering and Information Technology ; IndustriesReal Estate",Mid-Senior level,Full-time,Engineering and Information Technology,Real Estate,
https://eg.linkedin.com/jobs/view/mid-senior-ios-developer-at-rekrut-by-talent-360-3737058813?refId=G3h3r3RBDXungCUQVYZxSg%3D%3D&trackingId=J3rkRveWkHIx%2Fz8tzLYsqA%3D%3D&position=16&pageNum=1&trk=public_jobs_jserp-result_search-card,Mid - Senior IOS Developer,mobile app,Rekrut by Talent 360,2 months ago,"Cairo, Cairo",Egypt,Responsibilities:,"Design and build advanced applications for the iOS platformCollaborate with cross-functional teams to define, design, and ship new features.Unit-test code for robustness, including edge cases, usability, and general reliability.Work on bug fixing and improving application performance.Continuously discover, evaluate, and implement new technologies to maximize development efficiency.","BS/MS degree in Computer Science, Engineering or a related subject ; Proven working experience in software development ; Working experience in iOS development ; Have published one or more iOS apps in the app store ; Experience working with iOS frameworks such as swift, uikit and mvvm. ; Experience with third-party libraries and APIs ; Working knowledge of the general mobile landscape, architectures, trends, and emerging technologies ; Solid understanding of the full mobile development life cycle ; From Sunday to Thursday ; Friday & Saturday are off ; Working hours : 8 flexible hours, from 9:00 - 11:00 AM to 5:00 - 7:00 PM ; Work Location: Cairo/ the first Settlement ; Social insurance ; Medical insurance ; Seasonal bonuses ; Attractive salary ; Seniority levelMid-Senior level ; Employment typeFull-time ; Job functionOther ; IndustriesSoftware Development",Mid-Senior level,Full-time,Other,Software Development,116 applicants
https://eg.linkedin.com/jobs/view/volunteer-opportunities-at-ai-4-ocean-at-ai-4-ocean-3793207317?refId=G3h3r3RBDXungCUQVYZxSg%3D%3D&trackingId=akcLOiVoA3tZBPcC6XBP7Q%3D%3D&position=17&pageNum=1&trk=public_jobs_jserp-result_search-card,Volunteer Opportunities at AI 4 Ocean,mobile app,AI 4 Ocean,3 hours ago,,Egypt,Volunteer Opportunities at AI 4 Ocean,An opportunity to contribute to a significant project in marine conservation.Experience working with a diverse team on cutting-edge technology.Flexible volunteer hours and remote working options.Recognition in project contributions and potential future references,Seniority levelNot Applicable ; Employment typeVolunteer ; IndustriesEnvironmental Services,Not Applicable,Volunteer,,Environmental Services,
https://eg.linkedin.com/jobs/view/flutter-developer-senior-at-studentgator-3794990078?refId=G3h3r3RBDXungCUQVYZxSg%3D%3D&trackingId=BAzXayenUmyvFJF%2FZlMtqA%3D%3D&position=18&pageNum=1&trk=public_jobs_jserp-result_search-card,Flutter Developer Senior,mobile app,StudentGator,4 hours ago,"Giza, Al Jizah",Egypt,Company Description,"Bachelor's degree in Computer Science or relevant fieldAt least 5 years of experience in developing mobile applications using Flutter frameworkExperience with Dart programming language, Material Design, Firebase, and RESTful APIsExpertise in software design and architecture principles, software development methodologies, and mobile application developmentExperience building and deploying mobile applications to app stores (Google Play and App Store)Prior experience working with Git version controlExcellent problem-solving, communication, and collaboration skills, and an ability to work well in cross-functional teams in a fast-paced environment",Seniority levelMid-Senior level ; Employment typeFull-time ; Job functionEngineering and Information Technology ; IndustriesSoftware Development,Mid-Senior level,Full-time,Engineering and Information Technology,Software Development,
https://eg.linkedin.com/jobs/view/full-stack-engineer-at-hudhudshop-app-3783574411?refId=G3h3r3RBDXungCUQVYZxSg%3D%3D&trackingId=DtmtYKxky4Oq29FTs1lK2Q%3D%3D&position=19&pageNum=1&trk=public_jobs_jserp-result_search-card,Full Stack Engineer,mobile app,HudHudShop App,1 week ago,,Egypt,Company Overview,"Collaborate with product managers and designers to translate business requirements into technical specifications.Develop and maintain server-side and client-side web applications using PHP and the Laravel framework.Implement and optimize search functionality using Elastic Search.Design and implement RESTful APIs to support front-end and mobile applications.Ensure the scalability, security, and performance of applications.Troubleshoot and resolve technical issues as they arise.Perform code reviews and provide mentorship to junior developers.Stay up-to-date with emerging technologies and industry best practices.","Bachelor's degree in Computer Science or a related field (or equivalent work experience). ; Minimum of 5 years of professional experience in full-stack web development. ; Arabic is required for this role. ; Strong proficiency in PHP and Laravel. ; Experience with Elastic Search and other relevant technologies. ; Proficiency in front-end technologies such as HTML, CSS, JavaScript, and modern JavaScript frameworks (e.g., React, Angular, or Vue.js). ; Knowledge of database management systems, including SQL and NoSQL databases. ; Familiarity with version control systems (e.g., Git). ; Strong problem-solving skills and attention to detail. ; Excellent communication and teamwork skills. ; Ability to work in an agile and collaborative development environment. ; Seniority levelEntry level ; Employment typeFull-time ; Job functionEngineering and Information Technology ; IndustriesTechnology, Information and Internet",Entry level,Full-time,Engineering and Information Technology,"Technology, Information and Internet",193 applicants
https://eg.linkedin.com/jobs/view/license-owner-cairo-at-stranger-soccer-3787848288?refId=G3h3r3RBDXungCUQVYZxSg%3D%3D&trackingId=kJejaNXjkSuqj6m1VAqn%2BA%3D%3D&position=20&pageNum=1&trk=public_jobs_jserp-result_search-card,"License Owner, Cairo",mobile app,Stranger Soccer,2 days ago,Cairo,Egypt,Passionate about football (soccer) AND about business? Stranger Soccer is expanding to key cities around the world. We are looking for a License Owner to open and operate the Stranger Soccer business in Cairo.,Bring the Stranger Soccer brand and business to life for the assigned city,"Recruit, train, and lead a small central team (2-3 persons) as well as a few freelance “Official Hosts” (game hosts) to kick off the operation ; Identify and secure prime slots at football venues to run Stranger Soccer games ; Engage in creative sales and marketing—digital and hands-on—to ensure that customers are introduced to the platform as a convenient and preferred way to play ; Oversee a schedule of games, ensuring customers are delighted with each game they play, and keep coming back for more ; Take advantage of the strong backing and direction of Singapore headquarters, where an operations and technology team is ready to support you. ; A passion for football, and a strong connection to your local football scene ; A business background, ideally in management and customer service ; An entrepreneurial background or spirit ; A commitment to owning, driving, and scaling the Stranger Soccer brand in the assigned market ; A hunger to succeed: financial compensation for this role will be proportionate to hard work, business acumen, and effectiveness. ; Seniority levelNot Applicable ; Employment typeFull-time ; Job functionGeneral Business, Business Development, and Management ; IndustriesWellness and Fitness Services and Entertainment Providers",Not Applicable,Full-time,"General Business, Business Development, and Management",Wellness and Fitness Services and Entertainment Providers,
https://eg.linkedin.com/jobs/view/staff-ios-engineer-at-yassir-3782276688?refId=G3h3r3RBDXungCUQVYZxSg%3D%3D&trackingId=6fJSpjkvDpDvQD4Jx6A%2B%2FQ%3D%3D&position=21&pageNum=1&trk=public_jobs_jserp-result_search-card,Staff IOS Engineer,mobile app,Yassir,1 week ago,"Cairo, Cairo",Egypt,,"Design, build and maintain features for the domain applicationsProvide technical leadership and manage dependenciesConduct design and code reviewsHelp the domain team members with technical blockers supporting them and helping them growContinuously discover, evaluate, and implement new technologies to maximize efficiencyParticipate in architecture and design discussionsParticipate strongly in building the technical roadmapConduct technical interviewsHelp Improving engineering standards, tooling, and processes","BSc/MSc in Engineering, Computer Science or relevant field ; At least 10 years of industry experience 5 years of which in iOS mobile development with Swift ; Mastery of Swift ; Strong foundation in programming fundamentals ; Excellent communication skills ; Enjoy solving problems and helping others meet their goals ; Solid understanding of the full mobile development lifecycle ; Substantial experience with Git in a team environment ; Hands-on experience with mobile DevOps CI/CD tools ; Experience working with different architectures ; Experience writing testable code and unit tests ; Have published many iOS applications to the Store ; Experience in a fast-growing startup in a the on-demand services space is a plus ; Seniority levelNot Applicable ; Employment typeFull-time ; Job functionEngineering and Information Technology ; IndustriesTransportation, Logistics, Supply Chain and Storage",Not Applicable,Full-time,Engineering and Information Technology,"Transportation, Logistics, Supply Chain and Storage",
https://eg.linkedin.com/jobs/view/staff-ios-engineer-at-yassir-3782279317?refId=G3h3r3RBDXungCUQVYZxSg%3D%3D&trackingId=Ign%2FXcIhMsUq1b9gth78RA%3D%3D&position=22&pageNum=1&trk=public_jobs_jserp-result_search-card,Staff IOS Engineer,mobile app,Yassir,1 week ago,"Alexandria, Alexandria",Egypt,,"Design, build and maintain features for the domain applicationsProvide technical leadership and manage dependenciesConduct design and code reviewsHelp the domain team members with technical blockers supporting them and helping them growContinuously discover, evaluate, and implement new technologies to maximize efficiencyParticipate in architecture and design discussionsParticipate strongly in building the technical roadmapConduct technical interviewsHelp Improving engineering standards, tooling, and processes","BSc/MSc in Engineering, Computer Science or relevant field ; At least 10 years of industry experience 5 years of which in iOS mobile development with Swift ; Mastery of Swift ; Strong foundation in programming fundamentals ; Excellent communication skills ; Enjoy solving problems and helping others meet their goals ; Solid understanding of the full mobile development lifecycle ; Substantial experience with Git in a team environment ; Hands-on experience with mobile DevOps CI/CD tools ; Experience working with different architectures ; Experience writing testable code and unit tests ; Have published many iOS applications to the Store ; Experience in a fast-growing startup in a the on-demand services space is a plus ; Seniority levelNot Applicable ; Employment typeFull-time ; Job functionEngineering and Information Technology ; IndustriesTransportation, Logistics, Supply Chain and Storage",Not Applicable,Full-time,Engineering and Information Technology,"Transportation, Logistics, Supply Chain and Storage",
https://eg.linkedin.com/jobs/view/crm-strategist-at-naos-solutions-3781639652?refId=G3h3r3RBDXungCUQVYZxSg%3D%3D&trackingId=FOGHwYq%2BhevQEwzSpDCTmg%3D%3D&position=23&pageNum=1&trk=public_jobs_jserp-result_search-card,CRM Strategist,mobile app,NAOS Solutions,3 weeks ago,"Cairo, Cairo",Egypt,,"Develop and execute comprehensive CRM strategies tailored for the e-commerce industry to increase customer engagement, retention, and loyalty.Utilize customer segmentation techniques to identify distinct customer groups and create personalized messaging and campaigns for each segment.Collaborate closely with cross-functional teams, including marketing, sales, and data analytics, to align CRM strategies with business goals and ensure consistent messaging across all channels.Implement and optimize mobile app push notification strategies to drive user activity, increase app usage, and boost conversions.Design and manage retention programs that include targeted offers, personalized recommendations, and proactive customer outreach to improve customer loyalty and repeat purchases.Develop and implement effective loyalty programs, such as rewards programs or VIP tiers, to incentivize repeat purchases and increase customer lifetime value.Utilize email marketing tools and platforms to design, execute, and optimize email campaigns, including cart abandonment campaigns, promotional offers, newsletters, and post-purchase communications.Monitor and analyze CRM campaign performance metrics, such as engagement rates, conversion rates, retention rates, and customer lifetime value, and provide actionable insights and recommendations for continuous improvement.Conduct A/B testing and experiments to evaluate the effectiveness of different CRM strategies and optimize campaign performance.Stay up-to-date with industry trends, best practices, and emerging technologies in e-commerce CRM, mobile app push, customer segmentation, retention, loyalty, and email marketing.Collaborate with the customer support team to address customer inquiries and issues related to CRM communications.Ensure compliance with data protection regulations, such as GDPR, and maintain data integrity within the CRM system.","Bachelor's degree in Marketing, Business Administration, or a related field. A master's degree is a plus. ; Proven experience as an E-commerce CRM Strategist, CRM Manager, or similar role, with a focus on the e-commerce industry. ; Strong analytical skills with the ability to interpret data, analyze trends, and make data-driven recommendations for CRM optimization. ; Proficiency in utilizing CRM platforms, email marketing tools, and e-commerce platforms to execute campaigns and measure performance. ; Experience with customer segmentation methodologies and creating targeted messaging for different customer segments in the e-commerce context. ; Familiarity with mobile app engagement strategies and push notification best practices specific to e-commerce. ; Proven track record of developing and implementing successful retention and loyalty programs within the e-commerce industry. ; Strong understanding of email marketing strategies, including segmentation, automation, personalization, and deliverability optimization within an e-commerce setting. ; Familiarity with data protection regulations, such as GDPR, and the ability to ensure compliance within an e-commerce context. ; Seniority levelNot Applicable ; Employment typeFull-time ; Job functionMarketing ; IndustriesAdvertising Services",Not Applicable,Full-time,Marketing,Advertising Services,
https://eg.linkedin.com/jobs/view/jamf-pro-enterprise-mobility-management-l2-and-l3-specialist-at-atos-3793215710?refId=G3h3r3RBDXungCUQVYZxSg%3D%3D&trackingId=0B1XO5IaFQmXXCHmy8VTYg%3D%3D&position=25&pageNum=1&trk=public_jobs_jserp-result_search-card,Jamf Pro Enterprise Mobility Management L2 and L3 Specialist,mobile app,Atos,3 hours ago,Cairo,Egypt,Role Description:,Seniority levelNot ApplicableEmployment typeFull-timeJob functionInformation TechnologyIndustriesIT Services and IT Consulting,,Not Applicable,Full-time,Information Technology,IT Services and IT Consulting,
https://eg.linkedin.com/jobs/view/senior-mobile-developer-gt-school-remote-%24100-000-year-usd-at-crossover-3788621710?refId=4ITmZdXt1E7R0HUr02HqfQ%3D%3D&trackingId=1N3xQ%2FyFpztLgUDuQ%2BL8rg%3D%3D&position=1&pageNum=2&trk=public_jobs_jserp-result_search-card,"Senior Mobile Developer, gt.school (Remote) - $100,000/year USD",mobile app,Crossover,6 days ago,"Cairo, Cairo",Egypt,What You Will Be Doing,"Taking high-fidelity UI designs and transforming them into interactive and efficient mobile app featuresIntegrating screens with our modern GraphQL APIs, ensuring data consistency and responsivenessParticipating in both automated and manual reviews to maintain our standards for clean, modular codeCollaborating with product managers and UX designers to ensure the functionality, reliability, and user-friendliness of the app","Building components from scratch - you'll leverage existing high-quality solutions for efficiency ; Getting stuck in endless approval loops - we value swift decision-making and autonomy ; Isolated tasks - you will collaborate closely with a supportive product and backend team ; At least 5 years of experience developing mobile applications ; At least 2 years in a leadership role, making technical design decisions for mobile applications ; Experience using React Native for cross-platform app development ; You will receive an email with a link to start your self-paced, online job application. ; Our hiring platform will guide you through a series of online “screening” assessments to check for basic job fit, job-related skills, and finally a few real-world job-specific assignments. ; First, emails may take up to 15 minutes to send, refresh and check again. ; Second, check your spam and junk folders for an email from Crossover.com, mark as “Not Spam” since you will receive other emails as well. ; Third, we will send to whatever email account you indicated on the Apply form - by default, that is the email address you use as your LinkedIn username and it might be different than the one you have already checked. ; If all else fails, just reset your password by visiting https://www.crossover.com/auth/password-recovery if you already applied using LinkedIn EasyApply. ; Seniority levelMid-Senior level ; Employment typeFull-time ; Job functionBusiness Development, Engineering, and Information Technology ; IndustriesSoftware Development, IT Services and IT Consulting, and Technology, Information and Internet",Mid-Senior level,Full-time,"Business Development, Engineering, and Information Technology","Software Development, IT Services and IT Consulting, and Technology, Information and Internet",73 applicants
https://eg.linkedin.com/jobs/view/augmented-reality-ar-developer-at-ad-sprou-3786960118?refId=4ITmZdXt1E7R0HUr02HqfQ%3D%3D&trackingId=phD95M4i%2BEN6Mz9UY%2F4FLQ%3D%3D&position=3&pageNum=2&trk=public_jobs_jserp-result_search-card,Augmented Reality AR developer,mobile app,AD Sprou,1 week ago,,Egypt,Job Title: Unity (AR) Developer,"Design and develop AR applications for various platforms, ensuring optimal performance and user experience.Collaborate with cross-functional teams, including designers and software engineers, to integrate AR features seamlessly.Create and implement AR algorithms and technologies to enhance application functionalities.Stay up-to-date with industry trends and advancements in AR technologies.Debug and optimize AR applications for performance and usability.Test and iterate on AR features to ensure a high-quality end product.Collaborate with UX/UI designers to integrate AR elements into the overall design.","Bachelor's degree in Computer Science, Software Engineering, or a related field. ; Proven experience as an AR Developer or similar role. ; Proficient in AR development frameworks and tools, such as Unity3D, ARKit, ARCore, or Vuforia. ; Strong programming skills in languages like C# or C++. ; Experience with 3D graphics, computer vision, and spatial computing. ; Solid understanding of AR hardware, sensors, and tracking technologies. ; Creative problem-solving skills and a passion for staying at the forefront of AR development. ; Excellent communication and collaboration skills. ; Master's degree in a related field. ; Previous experience working on AR projects from conception to deployment. ; Familiarity with mobile app development and deployment processes. ; Seniority levelEntry level ; Employment typePart-time ; Job functionEngineering and Information Technology",Entry level,Part-time,Engineering and Information Technology,,
https://eg.linkedin.com/jobs/view/senior-android-software-engineer-at-microsoft-3784480945?refId=4ITmZdXt1E7R0HUr02HqfQ%3D%3D&trackingId=XJyHwmU5xlPIn1fm25Fm0w%3D%3D&position=4&pageNum=2&trk=public_jobs_jserp-result_search-card,Senior Android Software Engineer,mobile app,Microsoft,1 week ago,"Cairo, Cairo",Egypt,,"Solving technical problems to deliver great outcomes for our customers, team, and businessCoordinating the technical delivery of various projects undertaken by the team through our two-week sprints by facilitating collaboration through all stages of the project lifecycleWorking with other teams across geographies and time zones to ensure best practice is followed, and to develop automated processes and systems to mitigate risk in the development processUse runtime analysis and data to be able to identify root causes of issues to work to improve our customer’s experiencesHelping your colleagues be successful, for example by promoting and modelling best practice, sharing your knowledge, giving them space to shine, being an ally, and generally contributing to an inclusive and inspiring team culture that encourages all to demonstrate a growth mindset and bring their best selves to workParticipating in innovation and ideation sessions, and in the time set aside for learning","Participating in our two annual hack weeks, with the possibility of collaborating with teams you don’t normally work with ; Attending or presenting internal or external talks, conferences and events ; Getting involved in employee groups and networks of all kinds or creating your own – we have resource groups for various demographics including families, women, people with disabilities, and minority groups; we have Mental Health Ambassadors; we have Disaster Response Volunteers; we have all sorts of social clubs and societies; we have hack week organisers; and on it goes. ; You embrace our values of Respect, Integrity, and Accountability ; You are curious, adaptable, and strive for continual improvement for yourself and for those around you, making good use of the full range of support available to all of our teams ; You can communicate effectively to both technical and non-technical collaborators and stakeholders ; You have 6 years of experience working with others to build, debug and maintain consumer-facing Android apps through multiple versions, and are comfortable with Kotlin and Java, as well version control, code review, pair programming, unit testing, integration testing, work item tracking, prioritisation, and continuous integration/deployment ; You have experience in automation techniques, processes and methods used to drive quality improvements ; You have experience in evaluating data from a variety of sources to draw conclusions about the quality and stability of software and use this to inform approaches to improve identified measures over time ; You are fluent in English ; Please confirm that whilst you were working on an Android product that it was available for consumers to download ; Please confirm that you have experience with automation techniques, processes and methods ; Please confirm that you have experience in evaluating data from a variety of sources ; Seniority levelNot Applicable ; Employment typeFull-time ; Job functionEngineering and Information Technology ; IndustriesSoftware Development",Not Applicable,Full-time,Engineering and Information Technology,Software Development,125 applicants
https://eg.linkedin.com/jobs/view/senior-quality-control-engineer-at-arabian-systems-3786989529?refId=4ITmZdXt1E7R0HUr02HqfQ%3D%3D&trackingId=b9ZidTGcpeH9jHqPka%2B3jg%3D%3D&position=5&pageNum=2&trk=public_jobs_jserp-result_search-card,Senior Quality Control Engineer,mobile app,Arabian Systems,1 week ago,"New Cairo, Cairo",Egypt,Hello everyone,Seniority levelEntry levelEmployment typeFull-timeJob functionQuality AssuranceIndustriesSoftware Development,,Entry level,Full-time,Quality Assurance,Software Development,167 applicants
https://eg.linkedin.com/jobs/view/senior-android-engineer-at-dawarha-3792859975?refId=4ITmZdXt1E7R0HUr02HqfQ%3D%3D&trackingId=O3pKSCXClLT%2BIuI4AufPSg%3D%3D&position=6&pageNum=2&trk=public_jobs_jserp-result_search-card,Senior Android Engineer,mobile app,Dawarha,9 hours ago,"New Cairo, Cairo",Egypt,About us:,"Build and deploy high-quality Android applications using Android StudioModifying and maintaining our existing apps both from development and deployment perspectives.All this should happen while collaborating with cross-functional teams in an agile environment to deliver the work according to the set plans.Identify and correct bottlenecks and fix bugs.Help maintain code quality, organization, and automatization.Continuously discover, evaluate, and implement new technologies to maximize development efficiency.Applications need to be developed with good design for the user interface.","Extensive experience in developing native Android applications. ; Proficient knowledge of Kotlin programming language. ; Proficient understanding of code versioning tools (such as GIT) ; Professional understanding of clean architecture, VIPER, MVVM, and MVP ; Familiar and experienced with Material design, guidelines, and components ; Strong knowledge and experience with the Android Jetpack, modularization, architecture, features, and patterns ; Experience with Android SDK, IDE Android Studio/IntelliJ, and debugging ; Experience with offline storage, threading, and performance tuning ; Experience with RESTful APIs to connect Android applications to back-end services ; Proficient experience with CI/CD ; Experience with design patterns and object-oriented concepts ; Proficient understanding of RxJava and dependency injection with Dagger ; Proficient in deploying apps on Google Play Store ; Familiar with image loading components, Picasso or Glide ; Knowledge and experience with Room database ; Strong knowledge of Android Studio and Gradle ; Experience with memory management, UI layout/rendering, and UI/network performance ; Knowledge and experience with Unit tests and UI tests ; Experienced and familiar with REST API architecture ; Proficient with SCRUM methodology ; Familiar with 3rd Party Tools such as Analytics, Crash Reports and Notifications, A/B Tests, and Deep Links ; Must have a Bachelor's Degree in Computer Science or Computer Engineering ; ITI and Masters are a plus ; 3+ years working with the Android development domain. ; Good command of both written and spoken English ; Seniority levelMid-Senior level ; Employment typeFull-time ; Job functionEngineering and Information Technology ; IndustriesSoftware Development",Mid-Senior level,Full-time,Engineering and Information Technology,Software Development,
